filename,width,height,class,label,interval,left,right,source
0398.jpg,432,288,N,1,269,115815,116084,MIT_BIH_ECG
0399.jpg,432,288,N,1,285,116084,116369,MIT_BIH_ECG
0400.jpg,432,288,N,1,285,116369,116654,MIT_BIH_ECG
0401.jpg,432,288,N,1,285,116654,116939,MIT_BIH_ECG
0402.jpg,432,288,N,1,274,116939,117213,MIT_BIH_ECG
0403.jpg,432,288,N,1,281,117213,117494,MIT_BIH_ECG
0404.jpg,432,288,N,1,272,117494,117766,MIT_BIH_ECG
0405.jpg,432,288,N,1,278,117766,118044,MIT_BIH_ECG
0406.jpg,432,288,N,1,279,118044,118323,MIT_BIH_ECG
0407.jpg,432,288,N,1,284,118323,118607,MIT_BIH_ECG
0408.jpg,432,288,N,1,304,118607,118911,MIT_BIH_ECG
0409.jpg,432,288,N,1,304,118911,119215,MIT_BIH_ECG
0410.jpg,432,288,N,1,294,119215,119509,MIT_BIH_ECG
0411.jpg,432,288,N,1,282,119509,119791,MIT_BIH_ECG
0412.jpg,432,288,N,1,286,119791,120077,MIT_BIH_ECG
0413.jpg,432,288,N,1,299,120077,120376,MIT_BIH_ECG
0414.jpg,432,288,N,1,300,120376,120676,MIT_BIH_ECG
0415.jpg,432,288,N,1,314,120676,120990,MIT_BIH_ECG
0416.jpg,432,288,N,1,310,120990,121300,MIT_BIH_ECG
0417.jpg,432,288,N,1,304,121300,121604,MIT_BIH_ECG
0418.jpg,432,288,N,1,285,121604,121889,MIT_BIH_ECG
0419.jpg,432,288,N,1,281,121889,122170,MIT_BIH_ECG
0420.jpg,432,288,N,1,290,122170,122460,MIT_BIH_ECG
0421.jpg,432,288,N,1,290,122460,122750,MIT_BIH_ECG
0422.jpg,432,288,N,1,300,122750,123050,MIT_BIH_ECG
0423.jpg,432,288,N,1,310,123050,123360,MIT_BIH_ECG
0424.jpg,432,288,N,1,304,123360,123664,MIT_BIH_ECG
0425.jpg,432,288,N,1,272,123664,123936,MIT_BIH_ECG
0426.jpg,432,288,N,1,285,123936,124221,MIT_BIH_ECG
0427.jpg,432,288,N,1,286,124221,124507,MIT_BIH_ECG
0428.jpg,432,288,N,1,268,124507,124775,MIT_BIH_ECG
0429.jpg,432,288,N,1,285,124775,125060,MIT_BIH_ECG
0430.jpg,432,288,N,1,295,125060,125355,MIT_BIH_ECG
0431.jpg,432,288,N,1,293,125355,125648,MIT_BIH_ECG
0432.jpg,432,288,N,1,278,125648,125926,MIT_BIH_ECG
0433.jpg,432,288,N,1,277,125926,126203,MIT_BIH_ECG
0434.jpg,432,288,N,1,273,126203,126476,MIT_BIH_ECG
0435.jpg,432,288,N,1,270,126476,126746,MIT_BIH_ECG
0436.jpg,432,288,N,1,279,126746,127025,MIT_BIH_ECG
0437.jpg,432,288,N,1,288,127025,127313,MIT_BIH_ECG
0438.jpg,432,288,N,1,290,127313,127603,MIT_BIH_ECG
0439.jpg,432,288,N,1,289,127603,127892,MIT_BIH_ECG
0440.jpg,432,288,N,1,193,127892,128085,MIT_BIH_ECG
0441.jpg,432,288,A_A,0,338,128085,128423,MIT_BIH_ECG
0442.jpg,432,288,N,1,275,128423,128698,MIT_BIH_ECG
0443.jpg,432,288,N,1,260,128698,128958,MIT_BIH_ECG
0444.jpg,432,288,N,1,272,128958,129230,MIT_BIH_ECG
0445.jpg,432,288,N,1,289,129230,129519,MIT_BIH_ECG
0446.jpg,432,288,N,1,279,129519,129798,MIT_BIH_ECG
0447.jpg,432,288,N,1,259,129798,130057,MIT_BIH_ECG
0448.jpg,432,288,N,1,261,130057,130318,MIT_BIH_ECG
0449.jpg,432,288,N,1,250,130318,130568,MIT_BIH_ECG
0450.jpg,432,288,N,1,250,130568,130818,MIT_BIH_ECG
0451.jpg,432,288,N,1,255,130818,131073,MIT_BIH_ECG
0452.jpg,432,288,N,1,253,131073,131326,MIT_BIH_ECG
0453.jpg,432,288,N,1,258,131326,131584,MIT_BIH_ECG
0454.jpg,432,288,N,1,267,131584,131851,MIT_BIH_ECG
0455.jpg,432,288,N,1,271,131851,132122,MIT_BIH_ECG
0456.jpg,432,288,N,1,259,132122,132381,MIT_BIH_ECG
0457.jpg,432,288,N,1,248,132381,132629,MIT_BIH_ECG
0458.jpg,432,288,N,1,254,132629,132883,MIT_BIH_ECG
0459.jpg,432,288,N,1,249,132883,133132,MIT_BIH_ECG
0460.jpg,432,288,N,1,258,133132,133390,MIT_BIH_ECG
0461.jpg,432,288,N,1,272,133390,133662,MIT_BIH_ECG
0462.jpg,432,288,N,1,271,133662,133933,MIT_BIH_ECG
0463.jpg,432,288,N,1,264,133933,134197,MIT_BIH_ECG
0464.jpg,432,288,N,1,266,134197,134463,MIT_BIH_ECG
0465.jpg,432,288,N,1,274,134463,134737,MIT_BIH_ECG
0466.jpg,432,288,N,1,253,134737,134990,MIT_BIH_ECG
0467.jpg,432,288,N,1,253,134990,135243,MIT_BIH_ECG
0468.jpg,432,288,N,1,261,135243,135504,MIT_BIH_ECG
0469.jpg,432,288,N,1,276,135504,135780,MIT_BIH_ECG
0470.jpg,432,288,N,1,281,135780,136061,MIT_BIH_ECG
0471.jpg,432,288,N,1,289,136061,136350,MIT_BIH_ECG
0472.jpg,432,288,N,1,280,136350,136630,MIT_BIH_ECG
0473.jpg,432,288,N,1,269,136630,136899,MIT_BIH_ECG
0474.jpg,432,288,N,1,271,136899,137170,MIT_BIH_ECG
0475.jpg,432,288,N,1,279,137170,137449,MIT_BIH_ECG
0476.jpg,432,288,N,1,280,137449,137729,MIT_BIH_ECG
0477.jpg,432,288,N,1,279,137729,138008,MIT_BIH_ECG
0478.jpg,432,288,N,1,296,138008,138304,MIT_BIH_ECG
0479.jpg,432,288,N,1,294,138304,138598,MIT_BIH_ECG
0480.jpg,432,288,N,1,290,138598,138888,MIT_BIH_ECG
0481.jpg,432,288,N,1,276,138888,139164,MIT_BIH_ECG
0482.jpg,432,288,N,1,276,139164,139440,MIT_BIH_ECG
0483.jpg,432,288,N,1,279,139440,139719,MIT_BIH_ECG
0484.jpg,432,288,N,1,290,139719,140009,MIT_BIH_ECG
0485.jpg,432,288,N,1,293,140009,140302,MIT_BIH_ECG
0486.jpg,432,288,N,1,297,140302,140599,MIT_BIH_ECG
0487.jpg,432,288,N,1,282,140599,140881,MIT_BIH_ECG
0488.jpg,432,288,N,1,271,140881,141152,MIT_BIH_ECG
0489.jpg,432,288,N,1,271,141152,141423,MIT_BIH_ECG
0490.jpg,432,288,N,1,261,141423,141684,MIT_BIH_ECG
0491.jpg,432,288,N,1,259,141684,141943,MIT_BIH_ECG
0492.jpg,432,288,N,1,264,141943,142207,MIT_BIH_ECG
0493.jpg,432,288,N,1,272,142207,142479,MIT_BIH_ECG
0494.jpg,432,288,N,1,268,142479,142747,MIT_BIH_ECG
0495.jpg,432,288,N,1,263,142747,143010,MIT_BIH_ECG
0496.jpg,432,288,N,1,255,143010,143265,MIT_BIH_ECG
0497.jpg,432,288,N,1,250,143265,143515,MIT_BIH_ECG
0498.jpg,432,288,N,1,251,143515,143766,MIT_BIH_ECG
0499.jpg,432,288,N,1,259,143766,144025,MIT_BIH_ECG
0500.jpg,432,288,N,1,261,144025,144286,MIT_BIH_ECG
0501.jpg,432,288,N,1,271,144286,144557,MIT_BIH_ECG
0502.jpg,432,288,N,1,275,144557,144832,MIT_BIH_ECG
0503.jpg,432,288,N,1,279,144832,145111,MIT_BIH_ECG
0504.jpg,432,288,N,1,270,145111,145381,MIT_BIH_ECG
0505.jpg,432,288,N,1,266,145381,145647,MIT_BIH_ECG
0506.jpg,432,288,N,1,255,145647,145902,MIT_BIH_ECG
0507.jpg,432,288,N,1,268,145902,146170,MIT_BIH_ECG
0508.jpg,432,288,N,1,275,146170,146445,MIT_BIH_ECG
0509.jpg,432,288,N,1,292,146445,146737,MIT_BIH_ECG
0510.jpg,432,288,N,1,276,146737,147013,MIT_BIH_ECG
0511.jpg,432,288,N,1,277,147013,147290,MIT_BIH_ECG
0512.jpg,432,288,N,1,275,147290,147565,MIT_BIH_ECG
0513.jpg,432,288,N,1,267,147565,147832,MIT_BIH_ECG
0514.jpg,432,288,N,1,267,147832,148099,MIT_BIH_ECG
0515.jpg,432,288,N,1,264,148099,148363,MIT_BIH_ECG
0516.jpg,432,288,N,1,274,148363,148637,MIT_BIH_ECG
0517.jpg,432,288,N,1,279,148637,148916,MIT_BIH_ECG
0518.jpg,432,288,N,1,288,148916,149204,MIT_BIH_ECG
0519.jpg,432,288,N,1,284,149204,149488,MIT_BIH_ECG
0520.jpg,432,288,N,1,280,149488,149768,MIT_BIH_ECG
0521.jpg,432,288,N,1,262,149768,150030,MIT_BIH_ECG
0522.jpg,432,288,N,1,273,150030,150303,MIT_BIH_ECG
0523.jpg,432,288,N,1,272,150303,150575,MIT_BIH_ECG
0524.jpg,432,288,N,1,274,150575,150849,MIT_BIH_ECG
0525.jpg,432,288,N,1,273,150849,151122,MIT_BIH_ECG
0526.jpg,432,288,N,1,285,151122,151407,MIT_BIH_ECG
0527.jpg,432,288,N,1,293,151407,151700,MIT_BIH_ECG
0528.jpg,432,288,N,1,274,151700,151974,MIT_BIH_ECG
0529.jpg,432,288,N,1,263,151974,152237,MIT_BIH_ECG
0530.jpg,432,288,N,1,273,152237,152510,MIT_BIH_ECG
0531.jpg,432,288,N,1,271,152510,152781,MIT_BIH_ECG
0532.jpg,432,288,N,1,286,152781,153067,MIT_BIH_ECG
0533.jpg,432,288,N,1,295,153067,153362,MIT_BIH_ECG
0534.jpg,432,288,N,1,282,153362,153644,MIT_BIH_ECG
0535.jpg,432,288,N,1,278,153644,153922,MIT_BIH_ECG
0536.jpg,432,288,N,1,271,153922,154193,MIT_BIH_ECG
0537.jpg,432,288,N,1,277,154193,154470,MIT_BIH_ECG
0538.jpg,432,288,N,1,271,154470,154741,MIT_BIH_ECG
0539.jpg,432,288,N,1,268,154741,155009,MIT_BIH_ECG
0540.jpg,432,288,N,1,282,155009,155291,MIT_BIH_ECG
0541.jpg,432,288,N,1,297,155291,155588,MIT_BIH_ECG
0542.jpg,432,288,N,1,277,155588,155865,MIT_BIH_ECG
0543.jpg,432,288,N,1,267,155865,156132,MIT_BIH_ECG
0544.jpg,432,288,N,1,263,156132,156395,MIT_BIH_ECG
0545.jpg,432,288,N,1,253,156395,156648,MIT_BIH_ECG
0546.jpg,432,288,N,1,258,156648,156906,MIT_BIH_ECG
0547.jpg,432,288,N,1,262,156906,157168,MIT_BIH_ECG
0548.jpg,432,288,N,1,262,157168,157430,MIT_BIH_ECG
0549.jpg,432,288,N,1,265,157430,157695,MIT_BIH_ECG
0550.jpg,432,288,N,1,265,157695,157960,MIT_BIH_ECG
0551.jpg,432,288,N,1,273,157960,158233,MIT_BIH_ECG
0552.jpg,432,288,N,1,256,158233,158489,MIT_BIH_ECG
0553.jpg,432,288,N,1,241,158489,158730,MIT_BIH_ECG
0554.jpg,432,288,N,1,244,158730,158974,MIT_BIH_ECG
0555.jpg,432,288,N,1,251,158974,159225,MIT_BIH_ECG
0556.jpg,432,288,N,1,254,159225,159479,MIT_BIH_ECG
0557.jpg,432,288,N,1,259,159479,159738,MIT_BIH_ECG
0558.jpg,432,288,N,1,263,159738,160001,MIT_BIH_ECG
0559.jpg,432,288,N,1,259,160001,160260,MIT_BIH_ECG
0560.jpg,432,288,N,1,247,160260,160507,MIT_BIH_ECG
0561.jpg,432,288,N,1,248,160507,160755,MIT_BIH_ECG
0562.jpg,432,288,N,1,250,160755,161005,MIT_BIH_ECG
0563.jpg,432,288,N,1,249,161005,161254,MIT_BIH_ECG
0564.jpg,432,288,N,1,245,161254,161499,MIT_BIH_ECG
0565.jpg,432,288,N,1,265,161499,161764,MIT_BIH_ECG
0566.jpg,432,288,N,1,271,161764,162035,MIT_BIH_ECG
0567.jpg,432,288,N,1,273,162035,162308,MIT_BIH_ECG
0568.jpg,432,288,N,1,265,162308,162573,MIT_BIH_ECG
0569.jpg,432,288,N,1,262,162573,162835,MIT_BIH_ECG
0570.jpg,432,288,N,1,258,162835,163093,MIT_BIH_ECG
0571.jpg,432,288,N,1,269,163093,163362,MIT_BIH_ECG
0572.jpg,432,288,N,1,267,163362,163629,MIT_BIH_ECG
0573.jpg,432,288,N,1,270,163629,163899,MIT_BIH_ECG
0574.jpg,432,288,N,1,283,163899,164182,MIT_BIH_ECG
0575.jpg,432,288,N,1,279,164182,164461,MIT_BIH_ECG
0576.jpg,432,288,N,1,270,164461,164731,MIT_BIH_ECG
0577.jpg,432,288,N,1,260,164731,164991,MIT_BIH_ECG
0578.jpg,432,288,N,1,255,164991,165246,MIT_BIH_ECG
0579.jpg,432,288,N,1,253,165246,165499,MIT_BIH_ECG
0580.jpg,432,288,N,1,257,165499,165756,MIT_BIH_ECG
0581.jpg,432,288,N,1,276,165756,166032,MIT_BIH_ECG
0582.jpg,432,288,N,1,269,166032,166301,MIT_BIH_ECG
0583.jpg,432,288,N,1,269,166301,166570,MIT_BIH_ECG
0584.jpg,432,288,N,1,271,166570,166841,MIT_BIH_ECG
0585.jpg,432,288,N,1,270,166841,167111,MIT_BIH_ECG
0586.jpg,432,288,N,1,260,167111,167371,MIT_BIH_ECG
0587.jpg,432,288,N,1,270,167371,167641,MIT_BIH_ECG
0588.jpg,432,288,N,1,271,167641,167912,MIT_BIH_ECG
0589.jpg,432,288,N,1,279,167912,168191,MIT_BIH_ECG
0590.jpg,432,288,N,1,293,168191,168484,MIT_BIH_ECG
0591.jpg,432,288,N,1,300,168484,168784,MIT_BIH_ECG
0592.jpg,432,288,N,1,290,168784,169074,MIT_BIH_ECG
0593.jpg,432,288,N,1,275,169074,169349,MIT_BIH_ECG
0594.jpg,432,288,N,1,280,169349,169629,MIT_BIH_ECG
0595.jpg,432,288,N,1,278,169629,169907,MIT_BIH_ECG
0596.jpg,432,288,N,1,294,169907,170201,MIT_BIH_ECG
0597.jpg,432,288,N,1,294,170201,170495,MIT_BIH_ECG
0598.jpg,432,288,N,1,224,170495,170719,MIT_BIH_ECG
0599.jpg,432,288,A_A,0,355,170719,171074,MIT_BIH_ECG
0600.jpg,432,288,N,1,297,171074,171371,MIT_BIH_ECG
0601.jpg,432,288,N,1,281,171371,171652,MIT_BIH_ECG
0602.jpg,432,288,N,1,269,171652,171921,MIT_BIH_ECG
0603.jpg,432,288,N,1,278,171921,172199,MIT_BIH_ECG
0604.jpg,432,288,N,1,282,172199,172481,MIT_BIH_ECG
0605.jpg,432,288,N,1,295,172481,172776,MIT_BIH_ECG
0606.jpg,432,288,N,1,291,172776,173067,MIT_BIH_ECG
0607.jpg,432,288,N,1,284,173067,173351,MIT_BIH_ECG
0608.jpg,432,288,N,1,278,173351,173629,MIT_BIH_ECG
0609.jpg,432,288,N,1,278,173629,173907,MIT_BIH_ECG
0610.jpg,432,288,N,1,269,173907,174176,MIT_BIH_ECG
0611.jpg,432,288,N,1,275,174176,174451,MIT_BIH_ECG
0612.jpg,432,288,N,1,286,174451,174737,MIT_BIH_ECG
0613.jpg,432,288,N,1,286,174737,175023,MIT_BIH_ECG
0614.jpg,432,288,N,1,300,175023,175323,MIT_BIH_ECG
0615.jpg,432,288,N,1,285,175323,175608,MIT_BIH_ECG
0616.jpg,432,288,N,1,269,175608,175877,MIT_BIH_ECG
0617.jpg,432,288,N,1,268,175877,176145,MIT_BIH_ECG
0618.jpg,432,288,N,1,282,176145,176427,MIT_BIH_ECG
0619.jpg,432,288,N,1,271,176427,176698,MIT_BIH_ECG
0620.jpg,432,288,N,1,277,176698,176975,MIT_BIH_ECG
0621.jpg,432,288,N,1,273,176975,177248,MIT_BIH_ECG
0622.jpg,432,288,N,1,275,177248,177523,MIT_BIH_ECG
0623.jpg,432,288,N,1,274,177523,177797,MIT_BIH_ECG
0624.jpg,432,288,N,1,262,177797,178059,MIT_BIH_ECG
0625.jpg,432,288,N,1,257,178059,178316,MIT_BIH_ECG
0626.jpg,432,288,N,1,262,178316,178578,MIT_BIH_ECG
0627.jpg,432,288,N,1,263,178578,178841,MIT_BIH_ECG
0628.jpg,432,288,N,1,276,178841,179117,MIT_BIH_ECG
0629.jpg,432,288,N,1,271,179117,179388,MIT_BIH_ECG
0630.jpg,432,288,N,1,274,179388,179662,MIT_BIH_ECG
0631.jpg,432,288,N,1,265,179662,179927,MIT_BIH_ECG
0632.jpg,432,288,N,1,255,179927,180182,MIT_BIH_ECG
0633.jpg,432,288,N,1,261,180182,180443,MIT_BIH_ECG
0634.jpg,432,288,N,1,262,180443,180705,MIT_BIH_ECG
0635.jpg,432,288,N,1,259,180705,180964,MIT_BIH_ECG
0636.jpg,432,288,N,1,272,180964,181236,MIT_BIH_ECG
0637.jpg,432,288,N,1,287,181236,181523,MIT_BIH_ECG
0638.jpg,432,288,N,1,288,181523,181811,MIT_BIH_ECG
0639.jpg,432,288,N,1,273,181811,182084,MIT_BIH_ECG
0640.jpg,432,288,N,1,269,182084,182353,MIT_BIH_ECG
0641.jpg,432,288,N,1,271,182353,182624,MIT_BIH_ECG
0642.jpg,432,288,N,1,272,182624,182896,MIT_BIH_ECG
0643.jpg,432,288,N,1,285,182896,183181,MIT_BIH_ECG
0644.jpg,432,288,N,1,294,183181,183475,MIT_BIH_ECG
0645.jpg,432,288,N,1,303,183475,183778,MIT_BIH_ECG
0646.jpg,432,288,N,1,293,183778,184071,MIT_BIH_ECG
0647.jpg,432,288,N,1,290,184071,184361,MIT_BIH_ECG
0648.jpg,432,288,N,1,288,184361,184649,MIT_BIH_ECG
0649.jpg,432,288,N,1,284,184649,184933,MIT_BIH_ECG
0650.jpg,432,288,N,1,280,184933,185213,MIT_BIH_ECG
0651.jpg,432,288,N,1,297,185213,185510,MIT_BIH_ECG
0652.jpg,432,288,N,1,318,185510,185828,MIT_BIH_ECG
0653.jpg,432,288,N,1,309,185828,186137,MIT_BIH_ECG
0654.jpg,432,288,N,1,291,186137,186428,MIT_BIH_ECG
0655.jpg,432,288,N,1,289,186428,186717,MIT_BIH_ECG
0656.jpg,432,288,N,1,288,186717,187005,MIT_BIH_ECG
0657.jpg,432,288,N,1,286,187005,187291,MIT_BIH_ECG
0658.jpg,432,288,N,1,286,187291,187577,MIT_BIH_ECG
0659.jpg,432,288,N,1,295,187577,187872,MIT_BIH_ECG
0660.jpg,432,288,N,1,307,187872,188179,MIT_BIH_ECG
0661.jpg,432,288,N,1,302,188179,188481,MIT_BIH_ECG
0662.jpg,432,288,N,1,282,188481,188763,MIT_BIH_ECG
0663.jpg,432,288,N,1,280,188763,189043,MIT_BIH_ECG
0664.jpg,432,288,N,1,287,189043,189330,MIT_BIH_ECG
0665.jpg,432,288,N,1,294,189330,189624,MIT_BIH_ECG
0666.jpg,432,288,N,1,305,189624,189929,MIT_BIH_ECG
0667.jpg,432,288,N,1,299,189929,190228,MIT_BIH_ECG
0668.jpg,432,288,N,1,301,190228,190529,MIT_BIH_ECG
0669.jpg,432,288,N,1,291,190529,190820,MIT_BIH_ECG
0670.jpg,432,288,N,1,292,190820,191112,MIT_BIH_ECG
0671.jpg,432,288,N,1,283,191112,191395,MIT_BIH_ECG
0672.jpg,432,288,N,1,279,191395,191674,MIT_BIH_ECG
0673.jpg,432,288,N,1,303,191674,191977,MIT_BIH_ECG
0674.jpg,432,288,N,1,304,191977,192281,MIT_BIH_ECG
0675.jpg,432,288,N,1,294,192281,192575,MIT_BIH_ECG
0676.jpg,432,288,N,1,287,192575,192862,MIT_BIH_ECG
0677.jpg,432,288,N,1,284,192862,193146,MIT_BIH_ECG
0678.jpg,432,288,N,1,277,193146,193423,MIT_BIH_ECG
0679.jpg,432,288,N,1,280,193423,193703,MIT_BIH_ECG
0680.jpg,432,288,N,1,291,193703,193994,MIT_BIH_ECG
0681.jpg,432,288,N,1,287,193994,194281,MIT_BIH_ECG
0682.jpg,432,288,N,1,293,194281,194574,MIT_BIH_ECG
0683.jpg,432,288,N,1,294,194574,194868,MIT_BIH_ECG
0684.jpg,432,288,N,1,288,194868,195156,MIT_BIH_ECG
0685.jpg,432,288,N,1,270,195156,195426,MIT_BIH_ECG
0686.jpg,432,288,N,1,275,195426,195701,MIT_BIH_ECG
0687.jpg,432,288,N,1,277,195701,195978,MIT_BIH_ECG
0688.jpg,432,288,N,1,290,195978,196268,MIT_BIH_ECG
0689.jpg,432,288,N,1,292,196268,196560,MIT_BIH_ECG
0690.jpg,432,288,N,1,287,196560,196847,MIT_BIH_ECG
0691.jpg,432,288,N,1,285,196847,197132,MIT_BIH_ECG
0692.jpg,432,288,N,1,282,197132,197414,MIT_BIH_ECG
0693.jpg,432,288,N,1,271,197414,197685,MIT_BIH_ECG
0694.jpg,432,288,N,1,265,197685,197950,MIT_BIH_ECG
0695.jpg,432,288,N,1,274,197950,198224,MIT_BIH_ECG
0696.jpg,432,288,N,1,280,198224,198504,MIT_BIH_ECG
0697.jpg,432,288,N,1,287,198504,198791,MIT_BIH_ECG
0698.jpg,432,288,N,1,284,198791,199075,MIT_BIH_ECG
0699.jpg,432,288,N,1,278,199075,199353,MIT_BIH_ECG
0700.jpg,432,288,N,1,266,199353,199619,MIT_BIH_ECG
0701.jpg,432,288,N,1,275,199619,199894,MIT_BIH_ECG
0702.jpg,432,288,N,1,267,199894,200161,MIT_BIH_ECG
0703.jpg,432,288,N,1,273,200161,200434,MIT_BIH_ECG
0704.jpg,432,288,N,1,280,200434,200714,MIT_BIH_ECG
0705.jpg,432,288,N,1,279,200714,200993,MIT_BIH_ECG
0706.jpg,432,288,N,1,278,200993,201271,MIT_BIH_ECG
0707.jpg,432,288,N,1,274,201271,201545,MIT_BIH_ECG
0708.jpg,432,288,N,1,261,201545,201806,MIT_BIH_ECG
0709.jpg,432,288,N,1,261,201806,202067,MIT_BIH_ECG
0710.jpg,432,288,N,1,272,202067,202339,MIT_BIH_ECG
0711.jpg,432,288,N,1,275,202339,202614,MIT_BIH_ECG
0712.jpg,432,288,N,1,282,202614,202896,MIT_BIH_ECG
0713.jpg,432,288,N,1,286,202896,203182,MIT_BIH_ECG
0714.jpg,432,288,N,1,286,203182,203468,MIT_BIH_ECG
0715.jpg,432,288,N,1,273,203468,203741,MIT_BIH_ECG
0716.jpg,432,288,N,1,280,203741,204021,MIT_BIH_ECG
0717.jpg,432,288,N,1,278,204021,204299,MIT_BIH_ECG
0718.jpg,432,288,N,1,275,204299,204574,MIT_BIH_ECG
0719.jpg,432,288,N,1,280,204574,204854,MIT_BIH_ECG
0720.jpg,432,288,N,1,304,204854,205158,MIT_BIH_ECG
0721.jpg,432,288,N,1,301,205158,205459,MIT_BIH_ECG
0722.jpg,432,288,N,1,278,205459,205737,MIT_BIH_ECG
0723.jpg,432,288,N,1,279,205737,206016,MIT_BIH_ECG
0724.jpg,432,288,N,1,272,206016,206288,MIT_BIH_ECG
0725.jpg,432,288,N,1,279,206288,206567,MIT_BIH_ECG
0726.jpg,432,288,N,1,277,206567,206844,MIT_BIH_ECG
0727.jpg,432,288,N,1,286,206844,207130,MIT_BIH_ECG
0728.jpg,432,288,N,1,291,207130,207421,MIT_BIH_ECG
0729.jpg,432,288,N,1,303,207421,207724,MIT_BIH_ECG
0730.jpg,432,288,N,1,280,207724,208004,MIT_BIH_ECG
0731.jpg,432,288,N,1,273,208004,208277,MIT_BIH_ECG
0732.jpg,432,288,N,1,271,208277,208548,MIT_BIH_ECG
0733.jpg,432,288,N,1,274,208548,208822,MIT_BIH_ECG
0734.jpg,432,288,N,1,278,208822,209100,MIT_BIH_ECG
0735.jpg,432,288,N,1,292,209100,209392,MIT_BIH_ECG
0736.jpg,432,288,N,1,291,209392,209683,MIT_BIH_ECG
0737.jpg,432,288,N,1,290,209683,209973,MIT_BIH_ECG
0738.jpg,432,288,N,1,283,209973,210256,MIT_BIH_ECG
0739.jpg,432,288,N,1,278,210256,210534,MIT_BIH_ECG
0740.jpg,432,288,N,1,275,210534,210809,MIT_BIH_ECG
0741.jpg,432,288,N,1,276,210809,211085,MIT_BIH_ECG
0742.jpg,432,288,N,1,279,211085,211364,MIT_BIH_ECG
0743.jpg,432,288,N,1,290,211364,211654,MIT_BIH_ECG
0744.jpg,432,288,N,1,297,211654,211951,MIT_BIH_ECG
0745.jpg,432,288,N,1,277,211951,212228,MIT_BIH_ECG
0746.jpg,432,288,N,1,274,212228,212502,MIT_BIH_ECG
0747.jpg,432,288,N,1,275,212502,212777,MIT_BIH_ECG
0748.jpg,432,288,N,1,281,212777,213058,MIT_BIH_ECG
0749.jpg,432,288,N,1,268,213058,213326,MIT_BIH_ECG
0750.jpg,432,288,N,1,280,213326,213606,MIT_BIH_ECG
0751.jpg,432,288,N,1,288,213606,213894,MIT_BIH_ECG
0752.jpg,432,288,N,1,287,213894,214181,MIT_BIH_ECG
0753.jpg,432,288,N,1,284,214181,214465,MIT_BIH_ECG
0754.jpg,432,288,N,1,273,214465,214738,MIT_BIH_ECG
0755.jpg,432,288,N,1,267,214738,215005,MIT_BIH_ECG
0756.jpg,432,288,N,1,275,215005,215280,MIT_BIH_ECG
0757.jpg,432,288,N,1,283,215280,215563,MIT_BIH_ECG
0758.jpg,432,288,N,1,287,215563,215850,MIT_BIH_ECG
0759.jpg,432,288,N,1,291,215850,216141,MIT_BIH_ECG
0760.jpg,432,288,N,1,290,216141,216431,MIT_BIH_ECG
0761.jpg,432,288,N,1,279,216431,216710,MIT_BIH_ECG
0762.jpg,432,288,N,1,280,216710,216990,MIT_BIH_ECG
0763.jpg,432,288,N,1,278,216990,217268,MIT_BIH_ECG
0764.jpg,432,288,N,1,279,217268,217547,MIT_BIH_ECG
0765.jpg,432,288,N,1,277,217547,217824,MIT_BIH_ECG
0766.jpg,432,288,N,1,298,217824,218122,MIT_BIH_ECG
0767.jpg,432,288,N,1,294,218122,218416,MIT_BIH_ECG
0768.jpg,432,288,N,1,287,218416,218703,MIT_BIH_ECG
0769.jpg,432,288,N,1,269,218703,218972,MIT_BIH_ECG
0770.jpg,432,288,N,1,274,218972,219246,MIT_BIH_ECG
0771.jpg,432,288,N,1,283,219246,219529,MIT_BIH_ECG
0772.jpg,432,288,N,1,284,219529,219813,MIT_BIH_ECG
0773.jpg,432,288,N,1,285,219813,220098,MIT_BIH_ECG
0774.jpg,432,288,N,1,293,220098,220391,MIT_BIH_ECG
0775.jpg,432,288,N,1,300,220391,220691,MIT_BIH_ECG
0776.jpg,432,288,N,1,286,220691,220977,MIT_BIH_ECG
0777.jpg,432,288,N,1,275,220977,221252,MIT_BIH_ECG
0778.jpg,432,288,N,1,275,221252,221527,MIT_BIH_ECG
0779.jpg,432,288,N,1,277,221527,221804,MIT_BIH_ECG
0780.jpg,432,288,N,1,277,221804,222081,MIT_BIH_ECG
0781.jpg,432,288,N,1,294,222081,222375,MIT_BIH_ECG
0782.jpg,432,288,N,1,291,222375,222666,MIT_BIH_ECG
0783.jpg,432,288,N,1,285,222666,222951,MIT_BIH_ECG
0784.jpg,432,288,N,1,276,222951,223227,MIT_BIH_ECG
0785.jpg,432,288,N,1,280,223227,223507,MIT_BIH_ECG
0786.jpg,432,288,N,1,276,223507,223783,MIT_BIH_ECG
0787.jpg,432,288,N,1,264,223783,224047,MIT_BIH_ECG
0788.jpg,432,288,N,1,281,224047,224328,MIT_BIH_ECG
0789.jpg,432,288,N,1,293,224328,224621,MIT_BIH_ECG
0790.jpg,432,288,N,1,294,224621,224915,MIT_BIH_ECG
0791.jpg,432,288,N,1,280,224915,225195,MIT_BIH_ECG
0792.jpg,432,288,N,1,277,225195,225472,MIT_BIH_ECG
0793.jpg,432,288,N,1,271,225472,225743,MIT_BIH_ECG
0794.jpg,432,288,N,1,281,225743,226024,MIT_BIH_ECG
0795.jpg,432,288,N,1,272,226024,226296,MIT_BIH_ECG
0796.jpg,432,288,N,1,277,226296,226573,MIT_BIH_ECG
